,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_constituicao,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_poa_sp,0.7290042,0.6602076,0.60322154,0.72509843,0.76680577,0.6805335,0.6578524,0.6530974,0.62923396,0.7033572,0.6892594,0.7021672,0.5128782,0.64655006,0.7772477,0.62248385,0.79847884,0.672776,0.70629406,0.6857542,0.6555568,0.5830951,0.6601744,0.4826883,0.6653975,0.6072123,0.6272616,0.61646765,0.58651745,0.51365125,0.5875256,0.7105782,0.5862436,0.48458356,0.73053443,0.654825,0.6986457,0.7100941,0.6836081,0.7384645,0.7315234,0.69914854,0.8374951,0.6880908,0.62916696,0.6748185,0.7081299,0.51379246,0.7264911,0.7292876,1.0000002,0.63318497,0.7414701,0.61516607,0.64100885,0.63725144,0.61023283,0.69694376,0.6097517,0.6550187,0.62831366,0.7290783,0.5694066,0.6436398,0.7189754,0.648363,0.6470331,0.73999894,0.6186961,0.71834445,0.6733545,0.65239525,0.7060797,0.64473605,0.63962233,0.6751938,0.7790423,0.73528165,0.47917563,0.50742793,0.7019743,0.66883606,0.7096797,0.7382188,0.68292546,0.6505561,0.6714623,0.5506383,0.69182485,0.6556907,0.6778644,0.7021569,0.69616175,0.697237,0.71220434,0.73215604,0.7174387,0.6672567,0.59702563,0.6276732,0.6585014
quorum_ubatuba_sp,0.6486703,0.62332296,0.45875508,0.5941456,0.63333935,0.57766056,0.63550466,0.56596357,0.5607351,0.60960615,0.5544654,0.48866662,0.6209618,0.6525262,0.7229579,0.5360094,0.57871795,0.57715464,0.64618963,0.6590041,0.6038424,0.6455387,0.6220472,0.2719645,0.5480677,0.48264742,0.5046733,0.572398,0.48858595,0.5684211,0.5602235,0.515059,0.63818157,0.674568,0.5693227,0.50379497,0.5488338,0.5599716,0.56209505,0.58851016,0.590193,0.5397239,0.69116795,0.57527554,0.6173657,0.61374724,0.5565271,0.51324904,0.6000551,0.63390195,0.63318497,0.99999994,0.60279536,0.6080767,0.5823696,0.5746819,0.5816573,0.7132093,0.5319372,0.6077994,0.60489786,0.6154066,0.6081894,0.58021,0.5870198,0.57740796,0.59654164,0.5351364,0.5968952,0.66919905,0.51767594,0.58775365,0.61229026,0.51128656,0.69124615,0.52630377,0.5728034,0.63853025,0.50498646,0.6220871,0.51013047,0.5924798,0.6085656,0.5386139,0.61794984,0.6394675,0.56374395,0.6245975,0.628534,0.40269417,0.661613,0.6393935,0.4322383,0.6536964,0.6396674,0.5197146,0.621948,0.45768297,0.6948091,0.5648125,0.46862504
quorum_itu_sp,0.7550043,0.6620198,0.6470885,0.7682278,0.7093005,0.67047817,0.7931298,0.84145457,0.6508422,0.67206144,0.81409883,0.68175244,0.6484207,0.66150093,0.6716403,0.7294551,0.5673274,0.6990906,0.68225557,0.6669417,0.43858278,0.65828836,0.66909266,0.41150525,0.69587505,0.642238,0.61233675,0.44029868,0.79643035,0.5349622,0.6789372,0.6224017,0.63829625,0.5197856,0.64519954,0.708973,0.6594872,0.6753307,0.6644001,0.7454645,0.6841984,0.82658565,0.78888476,0.6700443,0.55951667,0.556085,0.8269944,0.49639702,0.7999295,0.70482206,0.7414701,0.60279536,1.0000001,0.5836921,0.7837542,0.6587007,0.5353705,0.76339555,0.7464958,0.64696336,0.7819451,0.7677635,0.6048184,0.60589844,0.67185056,0.68965733,0.67686343,0.708622,0.6121634,0.70613205,0.7594773,0.56804776,0.7597781,0.57756495,0.7005884,0.834372,0.5603687,0.6801365,0.44925115,0.53910434,0.71358067,0.66983914,0.66550845,0.7381166,0.5528926,0.78539133,0.75771296,0.56302136,0.65018034,0.5771941,0.6871868,0.57388186,0.65521765,0.6864102,0.64966,0.58600765,0.64204335,0.6599426,0.47378612,0.62099355,0.6052388
quorum_mogi_mirim_sp,0.70511186,0.75386786,0.5795097,0.6495575,0.59201264,0.6847491,0.6822251,0.6677921,0.6586105,0.7309636,0.6460927,0.6477506,0.70794785,0.67124915,0.72000694,0.6708226,0.5352653,0.7100351,0.64268327,0.6603708,0.45106286,0.6710613,0.64574665,0.34177828,0.5943247,0.66360664,0.712003,0.51340556,0.5496587,0.56431985,0.7001101,0.5818669,0.61926615,0.62297875,0.71715903,0.68775785,0.5806999,0.64978033,0.7262305,0.6269754,0.6851952,0.68200326,0.60937196,0.72184753,0.6984523,0.56975806,0.6526149,0.56622016,0.6377686,0.7077744,0.61516607,0.6080767,0.5836921,1.0000006,0.61488134,0.65736645,0.7165437,0.6679075,0.650339,0.6856196,0.60009074,0.66840214,0.6373281,0.6569187,0.6770811,0.6855267,0.7033298,0.5019524,0.6145718,0.6755579,0.62764955,0.5393238,0.64050937,0.66545355,0.69414073,0.63919044,0.6483644,0.66985357,0.4265924,0.6756753,0.6149855,0.67876816,0.64736855,0.6565596,0.6712204,0.6255236,0.5980753,0.5808181,0.75624573,0.55918264,0.6822463,0.5602738,0.5500088,0.5518921,0.7306372,0.70464563,0.5463108,0.53254604,0.5251847,0.7177448,0.6904004
quorum_cubatao_sp,0.78268087,0.63912106,0.62068915,0.720158,0.6158451,0.6908789,0.8004292,0.78580475,0.669908,0.6653762,0.7431678,0.7134742,0.62171245,0.74732876,0.6321492,0.74650455,0.49865022,0.67935294,0.62214375,0.65741646,0.43282253,0.72498286,0.682359,0.29897732,0.7161318,0.56630784,0.6713693,0.4121632,0.7133165,0.5522425,0.71778125,0.558815,0.68563473,0.51358414,0.58609295,0.69204926,0.5219347,0.7007132,0.6685637,0.67906487,0.68659496,0.7487901,0.68450105,0.66233015,0.61052406,0.5000047,0.7960452,0.50272083,0.80933464,0.64933133,0.64100885,0.5823696,0.7837542,0.61488134,1.0,0.73393935,0.5970489,0.7601049,0.8002839,0.6478093,0.7338418,0.79086435,0.6015781,0.64857423,0.6898726,0.70744586,0.6466712,0.6810249,0.648965,0.6566001,0.70220757,0.64765596,0.7234715,0.5380329,0.6738447,0.7310938,0.5370927,0.7211213,0.4244931,0.61756396,0.6906524,0.6668712,0.74633414,0.7297713,0.5985132,0.721719,0.7042024,0.64551353,0.6888541,0.54158926,0.6754494,0.5798284,0.6991972,0.5719309,0.60257936,0.5592303,0.7145196,0.6502354,0.51726377,0.6702939,0.5933871
quorum_hortolandia_sp,0.81247437,0.74119675,0.6839199,0.6771436,0.5867073,0.7393799,0.7396437,0.74879646,0.6954901,0.7273069,0.72985667,0.63471806,0.7335018,0.7400867,0.68780625,0.68530023,0.58798563,0.72691506,0.7431618,0.74434793,0.4592849,0.7868928,0.7747079,0.35515517,0.69015825,0.5704269,0.7331748,0.5571116,0.66778576,0.5634581,0.7655549,0.6933612,0.7062836,0.67927337,0.6473069,0.689258,0.568897,0.7600198,0.72492015,0.7539609,0.7344518,0.7165553,0.73809206,0.72627985,0.6667955,0.6135362,0.7117807,0.6253513,0.6761359,0.7480513,0.63725144,0.5746819,0.6587007,0.65736645,0.73393935,0.9999999,0.6971605,0.6928186,0.76424766,0.706619,0.68304425,0.70109665,0.7409172,0.86271524,0.79082596,0.74789375,0.75455064,0.6048629,0.77138144,0.7570252,0.6260872,0.68868303,0.7127129,0.59065104,0.7106685,0.7365513,0.52895504,0.74431795,0.4532016,0.75474334,0.6296083,0.75243115,0.78625983,0.68765837,0.665612,0.68821234,0.67575765,0.64264786,0.7253152,0.58367324,0.782092,0.6195834,0.6036513,0.6556138,0.7455863,0.630941,0.70654297,0.62041855,0.5615876,0.812394,0.6228217
quorum_valinhos_sp,0.72048223,0.7251052,0.5545888,0.62010956,0.6119145,0.77341956,0.63822407,0.5939722,0.7337172,0.78055274,0.5636698,0.6069808,0.586056,0.62349784,0.62132394,0.59088683,0.55294544,0.75531614,0.7006873,0.72917295,0.46725202,0.6939595,0.70031524,0.3866995,0.59715927,0.56936854,0.6679882,0.5966132,0.53813076,0.56602645,0.7696985,0.68328035,0.60082245,0.62362003,0.7636926,0.75172746,0.57123905,0.7815774,0.7816917,0.68349516,0.8170333,0.66825473,0.60594034,0.7833425,0.6816758,0.54237866,0.54685664,0.60094744,0.5912697,0.66071177,0.61023283,0.5816573,0.5353705,0.7165437,0.5970489,0.6971605,1.0000004,0.6115828,0.7232543,0.7665354,0.5804218,0.58021533,0.6037177,0.7251954,0.7917639,0.7704516,0.8022759,0.49326944,0.7495047,0.7311567,0.54588306,0.66600186,0.63285124,0.47937965,0.69808036,0.5748153,0.63477933,0.73298985,0.5097712,0.76611596,0.5944036,0.79940605,0.7143401,0.691756,0.63960326,0.5415504,0.6825335,0.5132841,0.76153696,0.4914838,0.7264612,0.49745125,0.5078572,0.53278327,0.8474407,0.73775244,0.5845252,0.53289455,0.55896485,0.69614637,0.6182469
quorum_lins_sp,0.813596,0.68523645,0.6833227,0.7381379,0.671662,0.71982133,0.81026983,0.7546387,0.64687467,0.67972606,0.70851016,0.7182132,0.67692804,0.8268013,0.78661305,0.7056651,0.5714518,0.69243205,0.73615694,0.71717894,0.50422275,0.71873903,0.7093682,0.42685673,0.64974344,0.6714942,0.695637,0.46007806,0.6607424,0.7455632,0.6861979,0.63389224,0.7556844,0.64711326,0.6265904,0.66716766,0.59645116,0.7185037,0.6891806,0.702438,0.68723154,0.691471,0.71541905,0.6905172,0.6481088,0.56248516,0.80764085,0.561095,0.82298744,0.7404005,0.69694376,0.7132093,0.76339555,0.6679075,0.7601049,0.6928186,0.6115828,0.9999999,0.6540427,0.6857462,0.8082922,0.74518144,0.6184119,0.6784346,0.6939687,0.73997283,0.7131177,0.6978867,0.6512157,0.75381726,0.75021887,0.63009274,0.7890302,0.6333867,0.77473265,0.6986011,0.5979279,0.7573886,0.41590494,0.5944602,0.710707,0.6600837,0.70775163,0.70160043,0.7231077,0.79879785,0.7528213,0.7217725,0.7620392,0.6652524,0.7244027,0.6301621,0.66762805,0.6927124,0.6604314,0.6365808,0.6436826,0.7126414,0.5300128,0.6761377,0.64126897
quorum_embu_das_artes_sp,0.79041797,0.777513,0.5969912,0.6997566,0.6645664,0.7679261,0.7868998,0.8042605,0.8214146,0.8206874,0.7780671,0.61059666,0.6550695,0.67608553,0.576038,0.7563814,0.48709643,0.8541148,0.7038828,0.7221607,0.3339703,0.7578044,0.76531875,0.3441019,0.693712,0.56855667,0.68977636,0.446041,0.75716865,0.48088443,0.80778193,0.67775893,0.63357365,0.58258367,0.7140912,0.74893,0.5264316,0.77627385,0.7815074,0.7589148,0.78141594,0.8328887,0.7216027,0.78234553,0.69374436,0.49094242,0.75434005,0.5597278,0.6888948,0.6983453,0.6097517,0.5319372,0.7464958,0.650339,0.8002839,0.76424766,0.7232543,0.6540427,1.0000002,0.7447109,0.7445141,0.77297777,0.66941214,0.7504965,0.79337716,0.8081092,0.8005828,0.5569015,0.8000266,0.7160949,0.66381615,0.6293038,0.7303039,0.5178168,0.73131293,0.7865425,0.5458126,0.7168702,0.4461668,0.7689437,0.6614965,0.8129574,0.76658094,0.7730049,0.56658286,0.68226665,0.6896968,0.58978355,0.7211467,0.49135637,0.76149213,0.53076464,0.6200084,0.5782987,0.76516134,0.66243196,0.63693106,0.55664086,0.5538153,0.8012949,0.6296108
quorum_sao_carlos_sp,0.72560376,0.8298683,0.60013306,0.823821,0.6248014,0.9324643,0.6741822,0.6752902,0.8128772,0.83681655,0.6845015,0.66266674,0.52915573,0.67523384,0.721575,0.60351247,0.58466136,0.8012332,0.80476445,0.89590013,0.5524854,0.6752604,0.79643905,0.44053605,0.700163,0.66646516,0.6983955,0.50457114,0.6225671,0.47416833,0.71677554,0.75059587,0.5981221,0.58415306,0.8071251,0.7045234,0.637015,0.90207887,0.96247727,0.80037683,0.85742736,0.76948434,0.68811303,0.9609889,0.69706786,0.5994546,0.6263994,0.59451294,0.6780064,0.7794485,0.6550187,0.6077994,0.64696336,0.6856196,0.6478093,0.706619,0.7665354,0.6857462,0.7447109,1.0000001,0.625167,0.6477602,0.60043323,0.7297635,0.8160748,0.89877105,0.83288544,0.60487604,0.756124,0.7462578,0.73380524,0.6800257,0.8234941,0.54166245,0.7368281,0.6471473,0.59905124,0.83067393,0.41011995,0.6745963,0.7683323,0.8049438,0.7429235,0.88285315,0.61949164,0.72047,0.8109336,0.6227637,0.74856913,0.5431557,0.81412154,0.62838453,0.5583398,0.6426983,0.8678599,0.72962546,0.6099242,0.61915493,0.539462,0.69730604,0.7465952
quorum_mairipora_sp,0.8789205,0.65313655,0.6315477,0.68496263,0.64641964,0.67392683,0.86280155,0.8214785,0.5690607,0.6260803,0.7862997,0.6587254,0.7282402,0.78627056,0.6991607,0.7936575,0.43516776,0.6610428,0.62410676,0.6470052,0.32739234,0.69347584,0.64174426,0.35094875,0.5798505,0.6556938,0.6630212,0.3874247,0.75998914,0.5830177,0.6884899,0.5723387,0.70909345,0.59719896,0.5671565,0.66233015,0.52522767,0.66821283,0.63502777,0.73189414,0.6256985,0.74070704,0.74047905,0.64174473,0.61446977,0.44717073,0.89961636,0.44313776,0.7431046,0.65034425,0.62831366,0.60489786,0.7819451,0.60009074,0.7338418,0.68304425,0.5804218,0.8082922,0.7445141,0.625167,0.9999999,0.7776383,0.63099295,0.6418103,0.6726502,0.6957772,0.6605988,0.5918498,0.5936688,0.69439894,0.67020375,0.6247915,0.7544002,0.5442448,0.6923443,0.81976914,0.46306086,0.69229585,0.36846185,0.59175205,0.626857,0.615224,0.6535343,0.63300884,0.6139332,0.84447014,0.6663883,0.6022814,0.68658954,0.656363,0.65576273,0.5434104,0.5856913,0.6149119,0.6178875,0.5644836,0.57989913,0.65635645,0.48723745,0.69052076,0.6107277
quorum_atibaia_sp,0.82551324,0.69391644,0.63471484,0.7878891,0.6865831,0.6722372,0.8182905,0.8047121,0.66569495,0.69751,0.84894896,0.69551706,0.6623821,0.78924584,0.70919126,0.7997359,0.5656641,0.7152392,0.6612092,0.6622905,0.43664676,0.72411245,0.6904907,0.30137733,0.6715342,0.6534299,0.7356061,0.443058,0.7180018,0.5527731,0.7211486,0.62203836,0.6196124,0.53750914,0.6465899,0.69999355,0.5886626,0.70829904,0.67830575,0.73975766,0.68222654,0.7582138,0.7731472,0.6789013,0.6321372,0.5287788,0.8467592,0.5003202,0.7631548,0.7534728,0.7290783,0.6154066,0.7677635,0.66840214,0.79086435,0.70109665,0.58021533,0.74518144,0.77297777,0.6477602,0.7776383,0.99999976,0.61504436,0.6652763,0.70464283,0.6913893,0.68450236,0.67397773,0.6676736,0.6544353,0.70900404,0.65292007,0.75304854,0.6276992,0.69499695,0.81212234,0.57506,0.6891046,0.3874194,0.63184977,0.70266074,0.65254676,0.7297559,0.73392016,0.66204095,0.73546827,0.6920071,0.6455872,0.7917871,0.5966493,0.68989956,0.6153747,0.7054781,0.65420544,0.6214207,0.61334765,0.6615176,0.57775456,0.5739851,0.7922743,0.68270326
quorum_bauru_sp,0.7060112,0.7504671,0.47951365,0.59423107,0.54802763,0.5914395,0.63691473,0.7035638,0.5934408,0.6978175,0.64372885,0.5043179,0.7343639,0.6939156,0.64869153,0.6330845,0.45176452,0.676889,0.6041513,0.5918962,0.37027657,0.659336,0.65045863,0.33205613,0.5167851,0.4991484,0.592358,0.49069935,0.5863879,0.47927505,0.5739273,0.58854115,0.74757147,0.75812256,0.58241326,0.55805033,0.5926555,0.59296167,0.6343903,0.69443166,0.6046572,0.6847025,0.71429324,0.6294879,0.7164993,0.496742,0.6100639,0.5880922,0.5817177,0.63597715,0.5694066,0.6081894,0.6048184,0.6373281,0.6015781,0.7409172,0.6037177,0.6184119,0.66941214,0.60043323,0.63099295,0.61504436,1.0000001,0.66880393,0.70161223,0.62844956,0.6737768,0.5054009,0.61701596,0.7092906,0.53748226,0.5278553,0.6289252,0.49825183,0.74829435,0.650197,0.5108437,0.66649723,0.46663743,0.73293066,0.5099639,0.7120641,0.66985583,0.58458483,0.5874457,0.6318464,0.53731537,0.5902083,0.63501024,0.5031538,0.67315423,0.5326712,0.4486298,0.6218858,0.668393,0.5961891,0.5415349,0.49035907,0.5467188,0.72125685,0.5101762
quorum_franca_sp,0.7647332,0.75846076,0.65512824,0.65456384,0.5665221,0.759696,0.6770427,0.6550397,0.72253895,0.7168206,0.69862485,0.6008377,0.6875131,0.7165377,0.67932534,0.651846,0.6447122,0.72856116,0.7907405,0.78116643,0.4605525,0.7674637,0.84960043,0.36465377,0.6422781,0.5753833,0.77628946,0.5899319,0.5899056,0.6008332,0.7622541,0.73031855,0.6148006,0.6898068,0.71286047,0.672922,0.5491092,0.7635597,0.741319,0.7204417,0.80303633,0.6618712,0.70295644,0.7477577,0.717419,0.57634467,0.6459857,0.5764749,0.65805125,0.8165504,0.6436398,0.58021,0.60589844,0.6569187,0.64857423,0.86271524,0.7251954,0.6784346,0.7504965,0.7297635,0.6418103,0.6652763,0.66880393,1.0000002,0.8287281,0.7671068,0.78322124,0.56683236,0.80508196,0.7187265,0.59845936,0.6824679,0.6899469,0.669611,0.6829995,0.7051355,0.5448265,0.7360462,0.45995182,0.80654335,0.6373507,0.73487115,0.80214256,0.6674363,0.75454974,0.64633846,0.7130685,0.5891665,0.7514041,0.58375996,0.85087633,0.57701004,0.5457159,0.6158158,0.7647946,0.7349219,0.58095676,0.581393,0.64902306,0.8038783,0.64802325
quorum_guaruja_sp,0.77621865,0.77072096,0.58305764,0.74417114,0.6244521,0.84998435,0.67781585,0.6944239,0.81880325,0.8402866,0.67799616,0.64241683,0.5950767,0.7286737,0.6990379,0.68025935,0.6498154,0.812503,0.79903233,0.83944595,0.4878596,0.7190087,0.86295426,0.4075302,0.7079109,0.60996693,0.7528976,0.598345,0.63693976,0.5259554,0.7778979,0.8578727,0.64898825,0.64411914,0.796189,0.7790249,0.60714775,0.86992013,0.83523524,0.78237766,0.9047048,0.7513194,0.77390385,0.8468024,0.85086274,0.62202823,0.651973,0.6605282,0.69361377,0.7605299,0.7189754,0.5870198,0.67185056,0.6770811,0.6898726,0.79082596,0.7917639,0.6939687,0.79337716,0.8160748,0.6726502,0.70464283,0.70161223,0.8287281,1.0000002,0.8418745,0.84712327,0.5999142,0.8491328,0.8071783,0.66495025,0.74203676,0.7687241,0.57328075,0.75309,0.66234314,0.6583609,0.8106228,0.50952286,0.80543274,0.70313287,0.8234683,0.85214,0.7667867,0.7107712,0.67795503,0.72114956,0.62776315,0.79213,0.54733914,0.8650571,0.6296737,0.55424535,0.6505507,0.87192523,0.8161905,0.66460377,0.5965674,0.6947396,0.77406293,0.70604074
quorum_sao_jose_do_rio_preto_sp,0.7715564,0.8038565,0.6342219,0.8172614,0.66740376,0.9513996,0.7520733,0.70252633,0.85083616,0.84839356,0.6867521,0.71467984,0.58171916,0.7329499,0.6592181,0.6305511,0.57070243,0.8553754,0.82093877,0.8395611,0.44659755,0.7301879,0.842783,0.38721436,0.7215328,0.6617931,0.7106941,0.48452973,0.65140927,0.54332685,0.8007803,0.72926486,0.6781521,0.60069925,0.7928078,0.7518442,0.5727375,0.92718124,0.92256904,0.78499335,0.8397974,0.78849036,0.71673864,0.9272078,0.71535397,0.58680284,0.69056726,0.62305623,0.6859491,0.7759081,0.648363,0.57740796,0.68965733,0.6855267,0.70744586,0.74789375,0.7704516,0.73997283,0.8081092,0.89877105,0.6957772,0.6913893,0.62844956,0.7671068,0.8418745,1.0000001,0.88972604,0.6031612,0.84447914,0.75190043,0.73533213,0.715199,0.8868339,0.5543829,0.7546197,0.6813367,0.57392573,0.8420521,0.40475914,0.7401775,0.7520524,0.8612903,0.772369,0.85588926,0.65664625,0.7432488,0.7880994,0.6074041,0.75463283,0.5653842,0.83912075,0.55120933,0.619224,0.63305885,0.86629367,0.7387435,0.6308007,0.65723276,0.58055353,0.7610436,0.71560836
quorum_ferraz_de_vasconcelos_sp,0.7559116,0.8396232,0.61511385,0.74199,0.69421214,0.8572552,0.73401356,0.69693536,0.89620626,0.8623377,0.66298103,0.6499351,0.68052804,0.7141553,0.67976,0.62688726,0.56762326,0.9253067,0.7940469,0.8200768,0.43190873,0.7206556,0.8239022,0.40306246,0.7074176,0.59379745,0.7235839,0.5106672,0.67284334,0.5367577,0.8239566,0.76534325,0.6793083,0.6948197,0.82346904,0.7761184,0.60434943,0.8294889,0.85392094,0.7278738,0.86751354,0.7548896,0.7452687,0.8636852,0.737085,0.5783723,0.65466774,0.64993596,0.6467413,0.8043474,0.6470331,0.59654164,0.67686343,0.7033298,0.6466712,0.75455064,0.8022759,0.7131177,0.8005828,0.83288544,0.6605988,0.68450236,0.6737768,0.78322124,0.84712327,0.88972604,0.9999999,0.5822649,0.8738091,0.83142865,0.634766,0.69355345,0.80600315,0.5610748,0.8215997,0.67861706,0.6060251,0.8236831,0.44945067,0.8311787,0.60987794,0.85921896,0.7528722,0.75805205,0.6485802,0.6318861,0.6796801,0.63923657,0.75891006,0.5370845,0.84118915,0.5684926,0.6000513,0.6197392,0.8927889,0.7448273,0.6327127,0.6027175,0.5785446,0.7814462,0.6205919
quorum_votorantim_sp,0.6737091,0.61305755,0.5924163,0.71634066,0.6083386,0.61575377,0.6462153,0.639495,0.55722773,0.6090249,0.6290606,0.6477306,0.49699628,0.66486764,0.6443766,0.59562135,0.5952097,0.59412384,0.6154345,0.6300496,0.5508021,0.54621935,0.5587588,0.39464957,0.6037369,0.56644017,0.5479816,0.46372104,0.5814944,0.48678827,0.5129372,0.571111,0.54538596,0.43455184,0.5702746,0.53284156,0.62582725,0.6534182,0.6186278,0.6647548,0.62612474,0.6259272,0.6856271,0.6087234,0.4976182,0.5786221,0.63686657,0.46552908,0.7160541,0.661026,0.73999894,0.5351364,0.708622,0.5019524,0.6810249,0.6048629,0.49326944,0.6978867,0.5569015,0.60487604,0.5918498,0.67397773,0.5054009,0.56683236,0.5999142,0.6031612,0.5822649,0.9999999,0.55839354,0.6590202,0.7277496,0.6878071,0.67114556,0.5153713,0.61622256,0.58400834,0.59787226,0.70043975,0.4109398,0.43510395,0.71720684,0.58834076,0.62862754,0.7070969,0.55188704,0.63303363,0.6582562,0.53684044,0.63592255,0.56553304,0.5843468,0.6348751,0.6512939,0.6146194,0.55627203,0.521142,0.6588694,0.67271906,0.367095,0.56635475,0.5688411
quorum_mogi_guacu_sp,0.69772923,0.7404709,0.58820224,0.703158,0.6102779,0.8165183,0.6685432,0.6059029,0.8869976,0.8194841,0.61243063,0.59981644,0.5448046,0.66519547,0.5844572,0.5463917,0.60660696,0.8539907,0.79122424,0.8117008,0.42981806,0.7370548,0.86469126,0.3156233,0.73989093,0.49228644,0.6825137,0.52776724,0.57163197,0.4779235,0.79429173,0.7353241,0.617857,0.60599613,0.7328974,0.6901884,0.5302869,0.8064424,0.7719987,0.6773206,0.8241708,0.690211,0.719309,0.78600186,0.7221361,0.54656667,0.58985317,0.64409417,0.60462445,0.7803626,0.6186961,0.5968952,0.6121634,0.6145718,0.648965,0.77138144,0.7495047,0.6512157,0.8000266,0.756124,0.5936688,0.6676736,0.61701596,0.80508196,0.8491328,0.84447914,0.8738091,0.55839354,1.0000001,0.7175858,0.58940583,0.7116974,0.73525506,0.5126872,0.7475362,0.60972023,0.5447159,0.76303166,0.4462424,0.8278623,0.6040907,0.826676,0.7774823,0.71600163,0.6477349,0.5747088,0.63860434,0.62422764,0.72341156,0.4524868,0.8640723,0.5388737,0.57769465,0.63080823,0.8377507,0.6856193,0.65145123,0.54118896,0.6756722,0.7882792,0.55575067
quorum_itanhaem_sp,0.81346333,0.8112381,0.6091867,0.7130416,0.71175396,0.7690288,0.73230875,0.74324346,0.7429475,0.8423289,0.6303865,0.6501764,0.7378516,0.72781646,0.74952525,0.7005812,0.57231426,0.8094455,0.72179705,0.7534579,0.5190641,0.7019393,0.7164652,0.4556359,0.5958297,0.6499138,0.6347009,0.5158037,0.7151228,0.5630715,0.6742178,0.7018549,0.7544757,0.74944323,0.70235133,0.66823,0.66877764,0.76115155,0.77300996,0.7622999,0.81238246,0.71337986,0.78488994,0.76945496,0.7249229,0.617538,0.6693038,0.61648524,0.71709526,0.7219423,0.71834445,0.66919905,0.70613205,0.6755579,0.6566001,0.7570252,0.7311567,0.75381726,0.7160949,0.7462578,0.69439894,0.6544353,0.7092906,0.7187265,0.8071783,0.75190043,0.83142865,0.6590202,0.7175858,1.0,0.7035701,0.7038646,0.7556699,0.5466282,0.88601524,0.6359744,0.6507586,0.8013951,0.5340599,0.69472647,0.6483901,0.7795235,0.7041486,0.7199464,0.63677895,0.6709698,0.6748265,0.64148486,0.73547566,0.5543723,0.76006716,0.5876382,0.5623394,0.7044177,0.8100383,0.67576396,0.6630676,0.63951594,0.46915302,0.71053255,0.5928139
